name,price,brand,codigo de barra
 CHAPOTEANDO MAMADERA x 150 cc ROSA ,626,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA x 150 cc CELESTE ,626,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA x 150 cc AMARILLO ,626,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA CON ESTUCHE 250 cc AMARILLO ,626,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA CON ESTUCHE 140 cc VERDE ,626,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA CON ESTUCHE 140 cc ROSA ,626,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA CON ESTUCHE 140 cc CELESTE ,626,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA CON ESTUCHE 140 cc AMARILLO ,626,CHAPOTEANDO,
 TERMOMETRO DIGITAL CLINICO IRAOLA ,620,IRAOLA,
 CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA CLASICO 12 MESES+ VERDE ,620,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA CLASICO 12 MESES+ ROSA ,620,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA CLASICO 12 MESES+ CELESTE ,620,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA CLASICO  6 MESES+ VERDE ,620,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA CLASICO  6 MESES+ ROSA ,620,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA CLASICO  6 MESES+ CELESTE ,620,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA CLASICO  0 MESES+ VERDE ,620,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA CLASICO  0 MESES+ ROSA ,620,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA CLASICO  0 MESES+ CELESTE ,620,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA ANATOMICO 12 MESES+ VERDE ,620,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA ANATOMICO 12 MESES+ ROSA ,620,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA ANATOMICO 12 MESES+ CELESTE ,620,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA ANATOMICO  6 MESES+ VERDE ,620,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA ANATOMICO  6 MESES+ ROSA ,620,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA ANATOMICO  6 MESES+ CELESTE ,620,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA ANATOMICO  0 MESES+ VERDE ,620,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA ANATOMICO  0 MESES+ ROSA ,620,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA ANATOMICO  0 MESES+ CELESTE ,620,CHAPOTEANDO,
 TERMOMETRO DIGITAL FUREY DTK11B ,618,FUREY,
 ALGABO MEN CREMA DE AFEITAR x 150 gr ,617.53,ALGABO,
 TULIPAN GEL INTIMO TUTTI FRUTTI POMO x 30 ml ,616.49,TULIPAN,
 TULIPAN GEL INTIMO EFECTO CALOR POMO x 30 ml ,616.49,TULIPAN,
 TULIPAN GEL INTIMO CLASICO POMO x 30 ml ,616.49,TULIPAN,
 TULIPAN GEL INTIMO CHOCOLATE POMO x 30 ml ,616.49,TULIPAN,
 TULIPAN GEL INTIMO ARGININA POMO x 30 ml ,616.49,TULIPAN,
 CODERA ELASTICA FUREY x 1 u.TALLE 2 ,614,FUREY,
 CODERA ELASTICA FUREY x 1 u. TALLE 3 ,614,FUREY,
 CODERA ELASTICA FUREY x 1 u. TALLE 1 ,614,FUREY,
 O2+ ESPEJO 5X CON AUMENTO Y SOPAPA (1406) ,609.09,O2+,
 CHAPOTEANDO BIBERON NATURAL BOCA ANCHA 250 cc CON ASAS BLANCA ,604.07,CHAPOTEANDO,
 REPUESTO TENSIOMETRO ANEROIDE ROBINETE ,602.56,REPUESTO SERVICE,
 DEDOS DE GOMA  N.6 x 12 UNIDADES ,600.35,Sin Marca,
 REPUESTO NEBULIZADOR PISTON FILTRO AIRE x 3 u ,600,REPUESTO SERVICE,
 CHAPOTEANDO MAMADERA VIDRIO x 250 cc VERDE ,600,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA VIDRIO x 250 cc CELESTE ,600,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA VIDRIO x 250 cc AMARILLO ,600,CHAPOTEANDO,
 OTOWIL SOCORRO CAPILAR SIN ENJUAGUE POMO x 60 cc - APTO VEGANOS ,599.62,OTOWIL,
 BOMBACHA GERIATRICA PLASTICA TALLE 5 ,597.93,FUREY,
 TERMOMETRO DIGITAL CLINICO ETEMP ,596,ETEMP,
 GUANTE NITRILO ELIT CAJA 100 U. NEGRO MEDIANO ,596,ELIT,
 GUANTE NITRILO ELIT CAJA 100 U. NEGRO GRANDE ,596,ELIT,
 GUANTE NITRILO ELIT CAJA 100 U. NEGRO CHICO ,596,ELIT,
 GUANTE NITRILO ELIT CAJA 100 U. AZUL MEDIANO ,596,ELIT,
 GUANTE NITRILO ELIT CAJA 100 U. AZUL CHICO ,596,ELIT,
 GUANTE NITRILO DEXAL NEGRO EXTRA GRANDE x 100 u. ,596,DEXAL,
 GUANTE NITRILO DEXAL AZUL GRANDE x 100 u. ,596,DEXAL,
 GUANTE NITRILO DEXAL AZUL EXTRA GRANDE x 100 u. ,596,DEXAL,
 IRRIGADOR PLASTICO ATUCHA x 2 LITROS ,594,ATUCHA,
" CREMA DE ORDEÑE ""3010"" BABA DE CARACOL Y ALOE x 380 grs ",594,3010,
 DERMOGREEN MASCARILLA CON MOLECULAS DE KERATINA x 300 ml. ,589.4,,
 DERMOGREEN MASCARILLA CON ACEITE DE ARGAN x 300 ml. ,589.4,,
 CREMA CON ALOE VERA FUREY  x 450 grs ,588,FUREY,
 ESTETOSCOPIO SIMPLE CORONET COLORES HS30A1 ,585.31,CORONET,
 REPUESTO NEBULIZADOR ULTRASONICO N68 MANGUERA CORRUGADA (P53) ,585.01,REPUESTO SERVICE,
 CHAPOTEANDO MAMADERA NATURAL 250 cc  CON ASAS VERDE ,585,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA NATURAL 250 cc  CON ASAS ROSA ,585,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA NATURAL 250 cc  CON ASAS CELESTE ,585,CHAPOTEANDO,
 MB OLEO LAMINANTE POMO x 15 gr. ,584.39,MARY BOSQUES,
 MAS ESCOFINA CON PIEDRA  241 ,583.18,MAS,
 PEINE OYONNAX N: 11 (TOILETTE) ,579.76,OYONNAX,
 EQUIPO COPROPARASITOLOGICO TABLADA PEDIATRICO ,573.21,TABLADA,
 EQUIPO COPROPARASITOLOGICO TABLADA ADULTO ,573.21,TABLADA,
 EQUIPO COPROPARASITOLOGICO TABLADA  PEDIATRICO CON PORTAOBJETO ,573.21,TABLADA,
 O2+ PINZA DE DEPILAR VIOLETA (0256) ,570.62,O2+,
 O2+ PINZA DE DEPILAR FUCSIA (0195) ,570.62,O2+,
 CHAPOTEANDO CHUPETE CON PROTECTOR TETINA CLASICO 12 MESES+ CELESTE ,570,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CON PROTECTOR TETINA CLASICO +12 MESES VERDE ,570,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CON PROTECTOR TETINA CLASICO +12 MESES ROSA ,570,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CON PROTECTOR TETINA CLASICO  6 MESES+ CELESTE ,570,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CON PROTECTOR TETINA CLASICO  0 MESES+ CELESTE ,570,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CON PROTECTOR TETINA CLASICO  +6 MESES VERDE ,570,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CON PROTECTOR TETINA CLASICO  +6 MESES ROSA ,570,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CON PROTECTOR TETINA CLASICO  +0 MESES VERDE ,570,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CON PROTECTOR TETINA CLASICO  +0 MESES ROSA ,570,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CON PROTECTOR TETINA ANATOMICO +6 MESES VERDE ,570,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CON PROTECTOR TETINA ANATOMICO +6 MESES ROSA ,570,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CON PROTECTOR TETINA ANATOMICO +6 MESES CELESTE ,570,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CON PROTECTOR TETINA ANATOMICO +12 MESES VERDE ,570,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CON PROTECTOR TETINA ANATOMICO +12 MESES ROSA ,570,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CON PROTECTOR TETINA ANATOMICO +12 MESES CELESTE ,570,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CON PROTECTOR TETINA ANATOMICO +0 MESES VERDE ,570,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CON PROTECTOR TETINA ANATOMICO +0 MESES ROSA ,570,CHAPOTEANDO,
 CHAPOTEANDO CHUPETE CON PROTECTOR TETINA ANATOMICO +0 MESES CELESTE ,570,CHAPOTEANDO,
 JESSAMY CEPILLO CABELLO NEUMATICO RECTO (C631) ,565.2,JESSAMY,
 BARRO CAPILAR  GALAPAGOS x450g ,563.76,GALAPAGOS,
 BAÑO DE SEDA CON KERATINA GALAPAGOS x450g ,563.76,GALAPAGOS,
 PERA DE GOMA FUREY No.  6 ,563,FUREY,
 MAS CAJA ORTODONCIA FLUO  176 ,562.65,MAS,
 OTOWIL SHAMPOO ALISANTE/EXPRESS SOBRE x 50 grs. ,559.64,OTOWIL,
 MAS APLICADOR DE SOMBRA x 16   01 ,557.49,MAS,
 CORTA PASTILLAS 002425 ,557.41,DISMAR,
 JESSAMY ESPONJA DE BAÑO VEGETAL AL VACIO (ARTICULO  E33) ,555.78,JESSAMY,
 IYOSEI CERA CAPILAR REPAIR COMPLEX x 50 gr. ,555.1,IYOSEI,
 IYOSEI CERA CAPILAR MACADAMIA x 50 gr. ,555.1,IYOSEI,
 IYOSEI CERA CAPILAR HYDRO BALANCE HARD x 50 gr. ,555.1,IYOSEI,
 IYOSEI CERA CAPILAR FILTRO UV x 50 gr. ,555.1,IYOSEI,
 IYOSEI CERA CAPILAR ARGAN ELIXIR x 50 gr. ,555.1,IYOSEI,
 CHAPOTEANDO SACALECHE PLASTICO EN CAJA ,555,CHAPOTEANDO,
 IYOSEI BAÑO DE LUZ ACLARANTE x 200 ml. ,553.25,IYOSEI,
 MAS SUZIE BROCHE GRANDE ESTAMPADO  329 ,552.15,MAS,
 PEINE FUREY PIOJOS DIENTE Y MANGO DE METAL ,550,FUREY,
 PEINE FUREY MOD.2 PIOJOS DIENTE Y MANGO DE METAL ,550,FUREY,
 MUÑEQUERA ELASTICA FUREY x 2 u. TALLE 4 ,548,FUREY,
 MUÑEQUERA ELASTICA FUREY x 2 u. TALLE 3 ,548,FUREY,
 MUÑEQUERA ELASTICA FUREY x 2 u. TALLE 2 ,548,FUREY,
 MUÑEQUERA ELASTICA FUREY x 2 u. TALLE 1 ,548,FUREY,
 DISWALD PINZA DEPILAR DORADA x 1 u (1932) ,547.53,DISWALD,
 JACTANS MAQUILLAJE CORPORAL FLUO FUCSIA 749/004 ,547.06,JACTANS,
 ALGODON DONCELLA x 300 gr. ,546.92,DONCELLA,
 CREMA ORDEÑE MONTREAL x 180 grs ,544,MONTREAL,
 VASELINA MEDICINAL  FUREY x  250 cc ,537,FUREY,
 O2+ BROCHA SOMBRA OJOS (3608) ,536.48,O2+,
 O2+ BROCHA + PEINE PARA PESTAÑAS (3509) ,536.48,O2+,
 CHAPOTEANDO MAMADERA BOCA ANCHA 250 cc CON ASAS LARGA ROSA ,535,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA BOCA ANCHA 250 cc CON ASAS LARGA CELESTE ,535,CHAPOTEANDO,
 DERMOGREEN ACONDICIONADOR CON MOLECULAS DE KERATINA x 350 ml. ,534.15,,
 DERMOGREEN ACONDICIONADOR CON ACEITE DE ARGAN x 350 ml. ,534.15,,
 MARY BOSQUES EMULSION HIDRATANTE RULOS ANTI FRIZZ SIN ENJUAGUE x 150 gr. ,532.94,MARY BOSQUES,
 IYOSEI CREMA M&C Q10 x 240 gr. ,531.22,IYOSEI,
 IYOSEI CREMA M&C KARITE x 240 gr. ,531.21,IYOSEI,
 IYOSEI CREMA M&C ALOE VERA x 240 gr. ,531.21,IYOSEI,
 PEINE OYONNAX  N: 12 (AFRO C/MANGO) ,529.98,OYONNAX,
 PEINE OYONNAX  N: 10 (TOILETTE) ,529.98,OYONNAX,
 TOBILLERA ELASTICA FUREY x 1 u. TALLE 8 ,529,FUREY,
 TOBILLERA ELASTICA FUREY x 1 u. TALLE 7 ,529,FUREY,
 TOBILLERA ELASTICA FUREY x 1 u. TALLE 4 ,529,FUREY,
 TOBILLERA ELASTICA FUREY x 1 u. TALLE 3 ,529,FUREY,
 TOBILLERA ELASTICA FUREY x 1 u. T6 ,529,FUREY,
 TOBILLERA ELASTICA FUREY x 1 u. T5 ,529,FUREY,
" VENDA ADHERENTE FLEX HIPOALERGIC (TIPO COBAN) 10 cm x 4,5 mts. ",526.94,HIPOALERGIC,
 MARY BOSQUES VEGANOS NARANJA Y PAPAYA DOYPACK x 250 gr. ,526.51,MARY BOSQUES,
 MARY BOSQUES VEGANOS MANGO Y CAFE VERDE DOYPACK x 250 gr. ,526.51,MARY BOSQUES,
 MARY BOSQUES VEGANOS BANANA Y KIWI DOY PACK x 250 gr. ,526.51,MARY BOSQUES,
 BOMBACHA GERIATRICA PLASTICA TALLE 4 ,523.96,FUREY,
 BOMBACHA GERIATRICA PLASTICA TALLE 3 ,523.96,FUREY,
 MAS GUANTE EXFOLIANTE  315 ,521.83,MAS,
 MAS CORTA UÑAS LATERAL BLISTER  228 ,521.83,MAS,
 CHAPOTEANDO MAMADERA NATURAL 250 cc VERDE ,517,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA NATURAL 250 cc ROSA ,517,CHAPOTEANDO,
 CHAPOTEANDO MAMADERA NATURAL 250 cc CELESTE ,517,CHAPOTEANDO,
 DERMOGREEN CREMA CORPORAL ULTRA NUTRITIVA x 350gr ,516.84,,
 DERMOGREEN CREMA CORPORAL PIERNAS IRRESISTIBLES x 350gr ,516.84,,
 DERMOGREEN CREMA CORPORAL MAXIMA HIDRATACION x 350gr ,516.84,,
 REPUESTO NEBULIZADOR PISTON AMPOLLA NEBULIZAR SILFAB (P71) ,516.4,REPUESTO SERVICE,
 GUANTE LATEX TRUX GRANDE x 100 u. ,516,TRUX,
 GUANTE LATEX BREMEN MEDIANO x 100 u. ,516,BREMEN,
 GUANTE LATEX AS CHICO  x 100 u. ,516,AS,
 DEDOS DE GOMA  N.3 x 12 UNIDADES ,514.28,Sin Marca,
 SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°24 BALON 5 ,510,K-KAUTION,
 SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°22 BALON 5 ,510,K-KAUTION,
 SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°20 BALON 5 ,510,K-KAUTION,
 SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°18 BALON 5 ,510,K-KAUTION,
 SONDA FOLEY 2 VIAS DE SILICONA KAUTION N°14 BALON 5 ,510,K-KAUTION,
 OTOWIL HOMBRE SHAMPOO TRES EN 1 x 250 gr ,508.77,OTOWIL,
 DERMOGREEN CREMA DEPILATORIA CORPORAL PIEL NORMAL x120gr ,506.14,,
 ALGABO COLONIA LAVANDA x 500 cc ,500.51,ALGABO,
 ALGABO COLONIA INGLESA x 500 cc ,500.51,ALGABO,
 ALGABO COLONIA AMBRE x 500 cc ,500.51,ALGABO,
 CEPILLO PARA ESPALDA  TRIPLE ,500,Sin Marca,
 GEL MODELADOR CRIOGENICO LOANDA x 250gr. VERDE ,498.2,LOANDA,
 SULFATIAZOL TALQUERA DROGAL  x 4 grs ,495,DROGAL,
 DISCO DE ALGODON DESMAQUILLANTE DONCELLA x 80 u. ,494.31,DONCELLA,
 TELA ADHESIVA.Nº7 x u.  FUREY 5 cmx4m ,494,FUREY,
 BIALCOHOL MEDICINAL 96% PORTA x 1000 ml ,494,PORTA,
 TALONERA ESPUMA DE POLIURETANO ARITO (009) ,493.52,RF,
 PERFUME GALAPAGOS MUJER FANTASIA BS ,493.1,GALAPAGOS,
 PERFUME GALAPAGOS MUJER 5 AVENIDA ,493.1,GALAPAGOS,
 JESSAMY PULVERIZADOR CON MINI GATILLO x 500 ml. ,485.13,JESSAMY,
 PROTECTORES MAMARIOS DONCELLA CON GEL x 24 u ,483.82,DONCELLA,
 MAS GOMITAS NENA x 12  152 ,474.42,MAS,
 MAS GOMITAS INVIERNO x 12  150 ,474.42,MAS,
 PEINE OYONNAX N: 8 (DAMA C/MANGO) ,471.9,OYONNAX,
 PEINE FUREY N: 8 (DAMA C/MANGO) ,471.9,FUREY,
 MAS CISNE DIVIDIDO ECONOMICO  22 ,470.66,MAS,
 CHAPOTEANDO COLONIA x 120cc SIN VAPORIZADOR ,470,CHAPOTEANDO,
 CERA DEPILATORIA FUREY EN LATA VERDE x 200 gr ,470,FUREY,
 CERA DEPILATORIA FUREY EN LATA MIEL x 200 gr ,470,FUREY,
 MS LIMA METAL GRANDE  257 ,468.99,MAS,
 ALFA AMPOLLA REESTRUCTURANTE x 10 cc ,467.19,ALFA 3,
 ALFA AMPOLLA OIL COMPLEX x 10 cc ,467.19,ALFA 3,
 MAS CORTA UÑA GRANDE BLISTER  219 ,467.05,MAS,
 AGUJA BREMEN 13x3  30G x 1/2  CAJA x100u. ,467,BREMEN,
 ALGABO LOCION MEN AFTER SHAVE x 120 ml. ,465.26,ALGABO,
 AGUA OXIGENADA FUREY 10 VOLUMEN x LITRO ,464.14,FUREY,
 O2+ ESPEJO PLEGABLE CON CEPILLO FUCSIA (0263) ,463.73,O2+,
 VENDA ELASTICA DEPORTIVA FUREY x 11 cm ,462,FUREY,
 VENDA YESO FRAGUADO RAPIDO 20 CM X 4 MT ,459.36,GEDOS,
 PEINE COLA GRANDE COLOR x 5 unidades ,459,Sin Marca,
 TAPON OIDOS SILICONAS CON ALETAS Y CORDON PEDIATRICO ,458.51,OTOSAN,
 TAPON OIDOS SILICONAS CON ALETAS Y CORDON ADULTO ,458.51,OTOSAN,
 REPUESTO NEBULIZADOR PISTON MANGUERA NEBULIZAR SILFAB ,454.58,REPUESTO SERVICE,
 TAPON OIDOS SILICONAS AMASABLE ,453.57,OTOSAN,
 PEINE FAMILIAR COLOR x 5 unidades ,450,Sin Marca,
 ACIDO PICRICO DROGAL x 100 cc ,450,DROGAL,
 O2+ ESPONJA MAQUILLAJE BEAUTY BLENDER VIOLETA ,449.74,O2+,
 IYOSEI SAVIA VEGETAL KERATINA x 150 gr. ,449.24,IYOSEI,
 BOMBACHA GERIATRICA PLASTICA TALLE 2 ,443.82,FUREY,
 DIADERMINA ROSADA FUREY x 120 gramos ,443.63,FUREY,
 OTOWIL CREMA MANTENIMIENTO ALISADO/EXPRESS SOBRE x 50 grs. ,443.04,OTOWIL,
 CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 1 mts ROJO ,441.06,HIPOALERGIC,
 CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 1 mts PIEL ,441.06,HIPOALERGIC,
 CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 1 mts NEGRO ,441.06,HIPOALERGIC,
 CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 1 mts AZUL ,441.06,HIPOALERGIC,
 IYOSEI SILIKON SHOCK x 130 ml. ,439.76,IYOSEI,
 IYO KERATIN SHOCK x 130 ml.   YTR235 ,439.76,IYOSEI,
 IYO CERAMID SHOCK x 130 ml.   YTR239 ,439.76,IYOSEI,
 JESSAMY CEPILLO DELFIN CHICO J 142 ,439.6,JESSAMY,
 MARY BOSQUES POLVO DECOLORANTE x 70 gr ,438.54,MARY BOSQUES,
 PEZONERA FUREY DE SILICONA x 2 unidades ,438,FUREY,
 CHAPOTEANDO BABERO BANDANA PULPO ,437.47,CHAPOTEANDO,
 CHAPOTEANDO BABERO BANDANA PEZ CON MOÑO ,437.47,CHAPOTEANDO,
 CHAPOTEANDO BABERO BANDANA BALLENA ,437.47,CHAPOTEANDO,
 MAS CORTA UÑA CHICO BLISTER  254 ,436.49,MAS,
 PUMP GEL CHICO PACK 15x25 cm ,436.38,PUMP GEL,
 AGUJA NEOJET 50x8  21G x 2 CAJA x 100u. ,435,NEOJET,
 NONISEC APOSITOS INCONTINENCIA MODERADA x 10 unid. ,434.35,NONISEC,
 MAS KDENT CEPILLO ANTI SLIP TONGUE CLEANER  800 ,431.87,MAS,
 MAS BLADE MAX AFEITADORA BOLSA WOMEN x 2 601 ,431.83,MAS,
 MAS BLADE MAX AFEITADORA BOLSA MEN x 2  600 ,431.83,MAS,
 JESSAMY ESCOFINA PALETA ,431.75,JESSAMY,
 DERMOGREEN CERA DEP.VEG. C/.ALOE VERA MICROONDAS x 150gr ,430.86,,
 ALGABO PERFUME DE TELAS VAIS GATILLO PRIMAVERA x 500 ml ,430.02,ALGABO,
 ALGABO PERFUME DE TELAS GATILLO SUAVE x 450 ml ,430.02,ALGABO,
 CHAPOTEANDO BABERO CON BROCHE PULPO ,426.89,CHAPOTEANDO,
 CHAPOTEANDO BABERO CON BROCHE PEZ CON MOÑO ,426.89,CHAPOTEANDO,
 CHAPOTEANDO BABERO CON BROCHE BALLENA ,426.89,CHAPOTEANDO,
 CHAPOTEANDO MORDILLO SILICONA PEZ VERDE ,425,CHAPOTEANDO,
 CHAPOTEANDO MORDILLO SILICONA PEZ ROSA ,425,CHAPOTEANDO,
 CHAPOTEANDO MORDILLO SILICONA PEZ CELESTE ,425,CHAPOTEANDO,
 CHAPOTEANDO MORDILLO SILICONA LLAVE VERDE ,425,CHAPOTEANDO,
 CHAPOTEANDO MORDILLO SILICONA LLAVE ROSA ,425,CHAPOTEANDO,
 CHAPOTEANDO MORDILLO SILICONA LLAVE CELESTE ,425,CHAPOTEANDO,
 BICARBONATO DE SODIO FUREY POTE CON CUCHARA x 250 gr ,425,FUREY,
 MAS PIEDRA TIPO CHINA  234 ,422.75,MAS,
 PEINE BOLSILLO AZUL/NEGRO  x 12 unid ,421.2,Sin Marca,
 TALCO MENTOLADO TABLADA x 100 gr ,416.16,TABLADA,
 PINCEL PARA TINTURA GRANDE x 6 unid. ,415.8,Sin Marca,
 JESSAMY ARQUEADOR DE PESTANA ,415.78,JESSAMY,
 DISWALD PINZA DEPILAR NEGRA x 1 u (1933) ,415.62,DISWALD,
" VENDA ADHERENTE FLEX HIPOALERGIC (TIPO COBAN)  7,5 cm x 4,5 mts. ",414.8,HIPOALERGIC,
 MANGO BISTURI DUKE N.4 (20 AL 24) ,412,,
 JACTANS NAIL ART PEN 639 ,410.26,JACTANS,
 JACTANS ESMALTE EFECTO MATE 706 ,410.26,JACTANS,
 MAS PIEDRA SINTETICA  131 ,408.69,MAS,
 VENDA ELASTICA DEPORTIVA FUREY x  9 cm ,407,FUREY,
 CEPILLO DENTAL ADULTO MADERA BIODEGRADABLE CONCIENCIA (0405) ,404.91,CONCIENCIA,
 MAS ESPONJA FRUTAL   68 ,400.07,MAS,
 MAS KDENT CEPILLO 3 AÑOS O MAS  803 ,396.32,MAS,
 PLANTILLAS CON ARCO FUREY No 45 ,396,FUREY,
 PLANTILLAS CON ARCO FUREY No 44 ,396,FUREY,
 PLANTILLAS CON ARCO FUREY No 43 ,396,FUREY,
 PLANTILLAS CON ARCO FUREY No 42 ,396,FUREY,
 PLANTILLAS CON ARCO FUREY No 41 ,396,FUREY,
 PLANTILLAS CON ARCO FUREY No 40 ,396,FUREY,
 PLANTILLAS CON ARCO FUREY No 39 ,396,FUREY,
 PLANTILLAS CON ARCO FUREY No 38 ,396,FUREY,
 PLANTILLAS CON ARCO FUREY No 37 ,396,FUREY,
 PLANTILLAS CON ARCO FUREY No 36 ,396,FUREY,
 PLANTILLAS CON ARCO FUREY No 35 ,396,FUREY,
 PLANTILLAS CON ARCO FUREY No 34 ,396,FUREY,
 CLORURO DE MAGNESIO DROGAL  POTE x 200 gr ,396,DROGAL,
 PUMP GEL MINI PACK 15x15 cm ,394.42,PUMP GEL,
 PERA DE GOMA FUREY No.  2 ,393,FUREY,
 JESSAMY RULEROS PLASTICOS N.15 (TOCA) x 6 unid. ,390.93,JESSAMY,
 HIPOALERGIC AG+ APOSITO ANTIBACTERIAL x 30 unid. ,390.5,HIPOALERGIC,
 BIALCOHOL GEL C/GLICERINA DOSIFICADOR PORTA x  500 ml ,388.03,PORTA,
 AGUJA NEOJET 40x12  18G x 1 1/2 CAJA x 100u. ,388,NEOJET,
 MARY BOSQUES KIT COLORACION Nº 9.3 RUBIO MUY CLARO DORADO ,387.57,MARY BOSQUES,
 MARY BOSQUES KIT COLORACION Nº 9.1 RUBIO MUY CLARO CENIZA ,387.57,MARY BOSQUES,
 MARY BOSQUES KIT COLORACION Nº 9 RUBIO MUY CLARO ,387.57,MARY BOSQUES,
 MARY BOSQUES KIT COLORACION Nº 8.73 RUBIO CLARO CHOCOLATE DORADO ,387.57,MARY BOSQUES,
 MARY BOSQUES KIT COLORACION Nº 8.3 RUBIO CLARO DORADO ,387.57,MARY BOSQUES,
 MARY BOSQUES KIT COLORACION Nº 8.1 RUBIO CLARO CENIZA ,387.57,MARY BOSQUES,
 MARY BOSQUES KIT COLORACION Nº 8 RUBIO CLARO ,387.57,MARY BOSQUES,
 MARY BOSQUES KIT COLORACION Nº 7.73 RUBIO CHOCOLATE DORADO ,387.57,MARY BOSQUES,
 MARY BOSQUES KIT COLORACION Nº 7.3 RUBIO DORADO ,387.57,MARY BOSQUES,
 MARY BOSQUES KIT COLORACION Nº 7.1 RUBIO CENIZA ,387.57,MARY BOSQUES,
 MARY BOSQUES KIT COLORACION Nº 7 RUBIO ,387.57,MARY BOSQUES,
 MARY BOSQUES KIT COLORACION Nº 6.73 RUBIO OSCURO CHOCOLATE DORADO ,387.57,MARY BOSQUES,
 MARY BOSQUES KIT COLORACION Nº 6.1 RUBIO SOCURO CENIZA ,387.57,MARY BOSQUES,
 MARY BOSQUES KIT COLORACION Nº 6 RUBIO OSCURO ,387.57,MARY BOSQUES,
 MARY BOSQUES KIT COLORACION Nº 55.46 ROJO INTENSO CASTAÑO CLARO ,387.57,MARY BOSQUES,
 MARY BOSQUES KIT COLORACION Nº 5.62 VIOLINÉ ,387.57,MARY BOSQUES,
 MARY BOSQUES KIT COLORACION Nº 5.25 MARRÓN CHOCOLATE ,387.57,MARY BOSQUES,
 MARY BOSQUES KIT COLORACION Nº 5.20 BORRAVINO UVA ,387.57,MARY BOSQUES,
 MARY BOSQUES KIT COLORACION Nº 5 CASTAÑO CLARO ,387.57,MARY BOSQUES,
 MARY BOSQUES KIT COLORACION Nº 4 CASTAÑO ,387.57,MARY BOSQUES,
