name_df1,name_df2,price_df1,price_df2,similarity
, TOBILLERA NEOPRENE FUREY INMOBILIZADOR TALLE 1 ,,2787.69,
, ALGABO CAJA x 12 unid JABON LIQUIDO REPUESTO DOY PACK ANTIBACTERIAL x 300 ml ,,2757.75,
, RODILLERA ACTIVA GENUSAN ELASTICA TALLE 6 ,,2649.97,
, CHAPOTEANDO ESTUCHE Nº 10 UNISEX ,,2605.13,
, CHAPOTEANDO ESTUCHE Nº 10 ROSA ,,2605.13,
, CHAPOTEANDO ESTUCHE Nº 10 CELESTE ,,2605.13,
, TELA FUREY MACROPOROSA PLASTICA (MOD 2) 5cm ,,2560.0,
," TELA FUREY MACROPOROSA PLASTICA (MOD 2) 2,5cm ",,2560.0,
, ALGABO ALCOHOL EN GEL ULTRA x  75 ml CAJA x 12 unid: ,,2537.81,
, TELA ADHESIVA OXIDO ZINC FUREY N°7 x 6 unidades 5cmx4m (MOD 2) ,,2510.0,
, COLLAR DE FILADELFIA COLTEX MEDIANO ,,2366.07,
, COLLAR DE FILADELFIA COLTEX EXTRA GRANDE ,,2366.07,
, COLLAR DE FILADELFIA COLTEX CHICO ,,2366.07,
, TALONERA  SOFEET MUJER COMFORT 35 AL 41 ,,2350.3,
, TALONERA  SOFEET HOMBRE COMFORT 39 AL 47 ,,2350.3,
," TELA FUREY MICROPOROSA  C/CARRET (MOD 2) 2,5cm ",,2332.0,
," TELA ADHESIVA.Nº3 x 24 r FUREY 1,25cmx2m ",,2280.0,
, RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 2 ,,2274.47,
, RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 1 ,,2274.47,
," TELA ADHESIVA TUBO HOSPITALARIO ADHESUR  5 cm x 4,5 mts ",,2235.0,
," TELA ADHESIVA TUBO HOSPITALARIA ADHESUR  2,5 cm x 4,5 mts ",,2235.0,
," TELA ADHESIVA.N.6 x 12 r PRINTEX 2,5 cmx4,5m ",,2180.0,
, RODILLERA ACTIVA GENUSAN ELASTICA TALLE 3 ,,2159.43,
, LENOX TALONERA DESCARGA TRADICIONAL PARA ESPOLON EXTRA GRANDE 43 AL 46  8243 ,,2158.4,
, LENOX TALONERA DESCARGA TRADICIONAL PARA ESPOLON CHICO 33 AL 36  8240 ,,2158.4,
," TELA ADHESIVA TUBO HOSPITALARIO AS 2,5 cm x 4,5 mts ",,2097.0,
, RODILLERA ACTIVA GENUSAN ELASTICA TALLE 2 ,,2093.9,
, RODILLERA ACTIVA GENUSAN ELASTICA TALLE 1 ,,2093.9,
, CHAPOTEANDO ESTUCHE  Nº 11 UNISEX ,,2066.03,
, CHAPOTEANDO ESTUCHE  Nº 11 ROSA ,,2066.03,
, CHAPOTEANDO ESTUCHE  Nº 11 CELESTE ,,2066.03,
, CHAPOTEANDO TOALLON CON CAPUCHA PEZ CON MOÑO ,,1966.86,
, CHAPOTEANDO TOALLON CON CAPUCHA BALLENA ,,1966.86,
, FERULA DIGITAL DE  20 mm x 50 cm bolsa x 5 u. ,,1904.27,
, ALGABO TOY STORY SANITIZANTE x 75 ml CAJA EXHIBIDORA x 12 u ,,1894.89,
," VENDA FISIOPLAST HIPOALERGIC (TIPO TENSOPLAST) 7,5 cm x 4,5 m ",,1831.73,
, RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 5 ,,1819.58,
, RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 4 ,,1819.58,
, RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 3 ,,1819.58,
, RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 2 ,,1819.58,
, RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 1 ,,1819.58,
, CABESTRILLO FUREY VIETNAM FUREY TALLE 1 ,,1816.08,
, ALGABO CAJA x 12 unid.JABON LIQUIDO REPUESTO DOY PACK GREEN TEA x 300 ml ,,1810.3,
, ALGABO CAJA x 12 unid.JABON LIQUIDO REPUESTO DOY PACK FRUTOS DEL BOSQUE x 300 ml ,,1810.3,
, ALGABO CAJA x 12 unid JABON LIQUIDO REPUESTO DOY PACK FLOWER MIX x 300 ml ,,1810.3,
, ALGABO CAJA x 12 unid JABON LIQUIDO REPUESTO DOY PACK CREAM x 300 ml ,,1810.3,
, ALGABO CAJA x 12 unid JABON LIQUIDO REPUESTO DOY PACK COCO Y VAINILLA x 300 ml ,,1810.3,
, BICARBONATO DE SODIO SOBRE DROGAL 25gr. x 25u ,,1800.0,
, SET DE REGALO Nº 5 212 S ,,1798.14,
, SABANA PLASTICA ELASTICA CUBRE COLCHON 1 1/2 PLAZA ORTOP ,,1781.45,
, TELA FUREY MICROPOROSA  C/CARRET (MOD 2) 5cm ,,1697.0,
, HIPOALERGIC APOSITO FILM+ PAD 10x10cm x 20 unid ,,1693.22,
, RODILLERA NEOPRENE FUREY TUBO TALLE 5 ,,1691.28,
, RODILLERA NEOPRENE FUREY TUBO TALLE 4 ,,1691.28,
, RODILLERA NEOPRENE FUREY TUBO TALLE 3 ,,1691.28,
, RODILLERA NEOPRENE FUREY TUBO TALLE 2 ,,1691.28,
, RODILLERA NEOPRENE FUREY TUBO TALLE 1 ,,1691.28,
, CHAPOTEANDO ESTUCHE Nº 6 UNISEX ,,1592.8,
, CHAPOTEANDO ESTUCHE Nº 6 ROSA ,,1592.8,
, CHAPOTEANDO ESTUCHE Nº 6 CELESTE ,,1592.8,
, SABANA PLASTICA ELASTICA CUBRE COLCHON 1 PLAZA ,,1578.03,
, CHAPOTEANDO ESTUCHE Nº 5 B UNISEX ,,1576.03,
, CHAPOTEANDO ESTUCHE Nº 5 B ROSA ,,1576.03,
, CHAPOTEANDO ESTUCHE Nº 5 B CELESTE ,,1576.03,
, PINZA DEPILAR XZN CODIGO 410 HUECA NEGRA x 12 u ,,1568.31,
, ESPALDERA ELASTICA FUREY N. 3 ,,1540.25,
, ESPALDERA ELASTICA FUREY N. 2 ,,1540.25,
, GEMELERA NEOPRENE FUREY TALLE 3 ,,1504.65,
, GEMELERA NEOPRENE FUREY TALLE 2 ,,1504.65,
, GEMELERA NEOPRENE FUREY TALLE 1 ,,1504.65,
, CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 3 ,,1504.65,
, CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 2 ,,1504.65,
, CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 1 ,,1504.65,
, LENOX BANDA METATARSAL CON GEL x 2 u. TALLE 2  8060 ,,1492.84,
, LENOX BANDA METATARSAL CON GEL x 2 u. TALLE 1  8059 ,,1492.84,
, CINTURON PREPARTO ANTAR TALLE 2 ,,1487.34,
, LIMA METALICA SEMDIL N.13/18 x 12 u ,,1487.31,
, FERULA DIGITAL DE  15 mm x 50 cm bolsa x 5 u. ,,1475.9,
, CLORURO DE MAGNESIO TABLADA DE 33 gr. CAJA x 12 SOBRES ,,1474.04,
, ESPALDERA ELASTICA FUREY N. 1 ,,1427.83,
, ESPALDERA ELASTICA FUREY N. 0 ,,1427.83,
, MUÑEQUERA NEOPRENE FUREY BOOMERANG INMOVILIZADOR PULGAR TALLE 2 ,,1402.01,
, MUÑEQUERA NEOPRENE FUREY BOOMERANG INMOVILIZADOR PULGAR TALLE 1 ,,1402.01,
, LENOX PLANTILLA REPOSICION KIDS EXTRA GRANDE ,,1296.91,
, LENOX PLANTILLA REPOSICION KIDS EXTRA CHICA ,,1296.91,
, LENOX PLANTILLA REPOSICION KIDS CHICA ,,1296.91,
, LENOX PLANTILLA ANTIMICOTICA ( Talle 37 al 39) 8601 ,,1296.91,
, LENOX PLANTILLA ANTIMICOTICA ( Talle 34 al 36) 8600 ,,1296.91,
, VENDA CAMBRIC FUREY (Mod 2)  5 cm. x 24 u ,,1291.0,
, CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 5 mts PIEL BLISTER ,,1277.8,
, CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 5 mts NEGRO BLISTER ,,1277.8,
, CINTA ADHESIVA NEUROMUSCULAR KIN HIPOALERGIC 5 cm x 5 mts AZUL ,,1277.8,
, TELA MICROPOROSA FUREY S/CARRET (MOD 2) 5cm ,,1261.0,
," TELA MICROPOROSA FUREY S/CARRET (MOD 2) 2,5cm ",,1261.0,
," TELA MICROPOROSA FUREY S/CARRET (MOD 2) 1,25cm ",,1261.0,
, FERULA DIGITAL DE  10 mm x 50 cm bolsa x 5 u. ,,1260.11,
, FAJA CON VELCRO FUREY 28 cm TALLE 4 ,,1250.0,
, FAJA CON VELCRO FUREY 28 cm TALLE 3 ,,1250.0,
, GEMELERA ELASTICA FUREY x 1 u. TALLE 1 ,,1177.0,
, LENOX TUBOS RECORTABLES TEJIDO CON GEL N.2  8022 ,,1166.28,
, LENOX TUBOS RECORTABLES TEJIDO CON GEL N.1  8021 ,,1166.28,
, LENOX TUBOS RECORTABLES TEJIDO CON GEL N.0  8020 ,,1166.28,
, LENOX PROTECTOR CALLOS CIRCULAR CON PERFORACION x 6 u  8154 ,,1166.28,
, HOJA BISTURI BREMEN N.22 CAJA x 100 u. ,,1147.91,
, HOJA BISTURI BREMEN N.21 CAJA x 100 u. ,,1147.91,
, HOJA BISTURI BREMEN N.20 CAJA x 100 u. ,,1147.91,
, HOJA BISTURI BREMEN N.15 CAJA x 100 u. ,,1147.91,
, HOJA BISTURI BREMEN N.12 CAJA x 100 u. ,,1147.91,
, LENOX PROTECTOR JUANETES DE GEL x 2 u TALLE 1  8140 ,,1147.61,
, EUDAPLEN MAGNESIO QELATO 100mg x 50 capsulas ,,1141.68,
, LENOX OLIVA METATARSAL AUTOADHESIVO CON GEL x 2 u TALLE 2  8096 ,,1138.29,
, TOBILLERA NEOPRENE FUREY EN OCHO TALLE 2 ,,1137.24,
, TOBILLERA NEOPRENE FUREY EN OCHO TALLE 1 ,,1137.24,
, FAJA CON VELCRO FUREY 24 cm TALLE 5 ,,1121.0,
, VASO PICO DURO ANTIDERRAME CON ASAS CELESTE ,,1120.0,
, ALGABO SPIDERMAN SET SHAMPOO x 200ml + SPLASH x 125ml ,,1106.77,
, ALGABO MINIONS SHAMPOO x 200ml + SPLASH x 125ml ,,1106.77,
, ALGABO HELLO KITTY SET SHAMPOO x 200ml + SPLASH x 125ml ,,1106.77,
, FAJA CON VELCRO FUREY 28 cm TALLE 2 ,,1086.0,
, FAJA CON VELCRO FUREY 28 cm TALLE 1 ,,1086.0,
, FAJA CON VELCRO FUREY 24 cm TALLE 4 ,,1086.0,
, FAJA CON VELCRO FUREY 24 cm TALLE 3 ,,1086.0,
, CHAPOTEANDO PLATO TERMICO 3 DIVISIONES NUEVO ROSA ,,1077.0,
, CHAPOTEANDO PLATO TERMICO 3 DIVISIONES NUEVO AZUL ,,1077.0,
, JACTANS BRILLO LABIAL CON APLICADOR ROJO 509/003 ,,1024.63,
, LENOX DEDAL DE GEL PURO TALLE 3  8143 ,,1017.0,
, LENOX DEDAL DE GEL PURO TALLE 2  8142 ,,1017.0,
, LENOX DEDAL DE GEL PURO TALLE 1  8141 ,,1017.0,
, LENOX ANILLOS DIGITALES (ALMOHADILLA) x 2 u GRANDE  8002 ,,1017.0,
, LENOX ANILLOS DIGITALES (ALMOHADILLA) x 2 u CHICO  8000 ,,1017.0,
, CODERA NEOPRENE FUREY CORTA CON VELCRO TALLE 4 ,,997.27,
, CODERA NEOPRENE FUREY CORTA CON VELCRO TALLE 2 ,,997.27,
, CODERA NEOPRENE FUREY CORTA CON VELCRO TALLE 1 ,,997.27,
, JERINGA FUREY  3 cc CON AGUJA 40/8 x 100 u ,,980.0,
, COCOA BEACH ACEITE BRONCEADOR SPRAY x250 ml ,,978.46,
, COLLAR DE SCHANZ BLANDO COLTEX MEDIANO ,,958.7,
, COLLAR DE SCHANZ BLANDO COLTEX EXTRA GRANDE ,,958.7,
, COLLAR DE SCHANZ BLANDO COLTEX CHICO ,,958.7,
, FAJA CON VELCRO FUREY 24 cm TALLE 2 ,,958.0,
, FAJA CON VELCRO FUREY 24 cm TALLE  1 ,,958.0,
, JACTANS SET ESMALTE UÑAS x 5 u. CLASICO 746/001 ,,957.46,
, VENDA CAMBRIC FUREY (Mod 1) 7 cm.x 12 UNIDADES ,,952.0,
, MUÑEQUERA NEOPRENE FUREY BOOMERANG TALLE 4 ,,947.11,
, MUÑEQUERA NEOPRENE FUREY BOOMERANG TALLE 3 ,,947.11,
, MUÑEQUERA NEOPRENE FUREY BOOMERANG TALLE 2 ,,947.11,
, MUÑEQUERA NEOPRENE FUREY BOOMERANG TALLE 1 ,,947.11,
, TOBILLERA NEOPRENE FUREY SIMPLE TALLE 4 ,,934.28,
, TOBILLERA NEOPRENE FUREY SIMPLE TALLE 3 ,,934.28,
, TOBILLERA NEOPRENE FUREY SIMPLE TALLE 2 ,,934.28,
, TOBILLERA NEOPRENE FUREY SIMPLE TALLE 1 ,,934.28,
, MUÑEQUERA NEOP FUREY BOOMERANG DEDO LIBRE TALLE 2 ,,934.28,
, MUÑEQUERA NEOP FUREY BOOMERANG DEDO LIBRE TALLE 1 ,,934.28,
, CLORURO DE MAGNESIO DROGAL DE 33 gr. CAJA x 12 SOBRES ,,920.0,
, O2+ ESPONJA EXFOLIANTE KONJAC NEGRA (4254) ,,918.37,
, LENOX ANILLOS DIGITALES DE GEL PURO x 2 u TALLE 3  8222 ,,905.04,
, LENOX ANILLOS DIGITALES DE GEL PURO x 2 u TALLE 2  8221 ,,905.04,
, LENOX ANILLOS DIGITALES DE GEL PURO x 2 u TALLE 1  8220 ,,905.04,
, JACTANS MAQUILLAJE HUMECTANTE BE NATURAL YOU CARAMELO 748/003 ,,902.74,
, JACTANS MAQUILLAJE HUMECTANTE BE NATURAL YOU ALMENDRAS 748/002 ,,902.74,
, APOSITO QUIRURGICO GASANA 10x20 (CAJA x 5 SOBRES) ,,897.0,
, APOSITO QUIRURGICO GASANA  7x20 (CAJA x 7 SOBRES) ,,897.0,
, SACALECHE FUREY PLASTICO CON MAMADERA ROSA ,,890.0,
, SACALECHE FUREY PLASTICO CON MAMADERA CELESTE ,,890.0,
, CHAPOTEANDO MAMADERA BOCA ANCHA 150 cc C/ASAS CELESTE ,,886.0,
, CHAPOTEANDO VASO ANTIDERRAME x 250 cc CON ASAS VERDE ,,880.0,
, CHAPOTEANDO VASO ANTIDERRAME x 250 cc CON ASAS ROSA ,,880.0,
, CHAPOTEANDO VASO ANTIDERRAME x 250 cc CON ASAS CELESTE ,,880.0,
, CHAPOTEANDO MAMADERA NATURAL BOCA ANCHA 250 cc CON ASAS VERDE ,,877.0,
, CHAPOTEANDO MAMADERA NATURAL BOCA ANCHA 250 cc CON ASAS AMARILLO ,,877.0,
, CHAPOTEANDO MAMADERA NATURAL BOCA ANCHA 250 cc C/ASAS ROSA ,,877.0,
, CHAPOTEANDO MAMADERA NATURAL BOCA ANCHA 250 cc C/ASAS CELESTE ,,877.0,
, LENOX ALMOHADILLA DEDO GARRA GEL TALLE 2  8182 ,,864.6,
, LENOX ALMOHADILLA DEDO GARRA GEL TALLE 1  8181 ,,864.6,
, MARY BOSQUES CREMA DE COCO CON ACEITE DE COCO Y ALMENDRAS SOBRE x 250 gr. ,,850.81,
, PERA DE GOMA FUREY No. 10 ,,848.0,
, PERFUME GALAPAGOS MUJER EDEN ,,845.24,
, PERFUME GALAPAGOS MUJER CH N.5 ,,845.24,
, PERFUME GALAPAGOS MUJER CCHH ,,845.24,
, PERFUME GALAPAGOS MUJER BELLA ,,845.24,
, PERFUME GALAPAGOS MUJER ARMANI COBE ,,845.24,
, PERFUME GALAPAGOS MUJER ANGEL DEMONIO ,,845.24,
, PERFUME GALAPAGOS MUJER ANGEL ,,845.24,
, PERFUME GALAPAGOS MUJER AMOR ,,845.24,
, PERFUME GALAPAGOS MUJER 212V ,,845.24,
, PERFUME GALAPAGOS MUJER 212 ,,845.24,
, PERFUME GALAPAGOS HOMBRE POLO CLASICO ,,845.24,
, PERFUME GALAPAGOS HOMBRE POLO BLUE ,,845.24,
, PERFUME GALAPAGOS HOMBRE POLO ,,845.24,
, PERFUME GALAPAGOS HOMBRE ONE MILLON ,,845.24,
, PERFUME GALAPAGOS HOMBRE MONTE BLANCO ,,845.24,
, PERFUME GALAPAGOS HOMBRE KENZO ,,845.24,
, PERFUME GALAPAGOS HOMBRE J PAUL ,,845.24,
, PERFUME GALAPAGOS HOMBRE ESCAPE ,,845.24,
, PERFUME GALAPAGOS HOMBRE D'OR ,,845.24,
, PERFUME GALAPAGOS HOMBRE CAROLINE ,,845.24,
, PERFUME GALAPAGOS HOMBRE AQUA DI GIO ,,845.24,
, PERFUME GALAPAGOS HOMBRE ANTONIO SECRETO ,,845.24,
, PERFUME GALAPAGOS HOMBRE 212 SEXY ,,845.24,
, PERFUME GALAPAGOS HOMBRE 212 ,,845.24,
, MARY BOSQUES SHOCK ACIDO SOBRE x 250 grs. ,,841.07,
, PARCHE OCULAR HIPOALERGIC PEDIATRICO  x 20 u ,,837.93,
, ALGABO COCOA BEACH PROTECTOR SOLAR F 15 x 200 ml ,,837.48,
, NONISEC PAÑAL ADULTO GRANDE x 10u ,,836.42,
, O2+ PESTAÑAS POSTIZAS 3D H09 (4377) ,,822.96,
, O2+ PESTAÑAS POSTIZAS 3D H08 (4360) ,,822.96,
, O2+ PESTAÑAS POSTIZAS 3D H07 (4353) ,,822.96,
, O2+ PESTAÑAS POSTIZAS 3D H06 (4346) ,,822.96,
, O2+ PESTAÑAS POSTIZAS 3D H05 (4339) ,,822.96,
, O2+ PESTAÑAS POSTIZAS 3D H04 (4322) ,,822.96,
, O2+ PESTAÑAS POSTIZAS 3D H03 (4315) ,,822.96,
, O2+ PESTAÑAS POSTIZAS 3D H02 (4308) ,,822.96,
, O2+ PESTAÑAS POSTIZAS 3D H01 (3806) ,,822.96,
, LENOX SEPARADOR DEDO PLANO DE GEL x 2 u. TALLE 1  8012 ,,821.07,
, LENOX SEPARADOR DEDO PLANO DE GEL TALLE 4  8015 ,,821.07,
, LENOX SEPARADOR DEDO PLANO DE GEL TALLE 3  8014 ,,821.07,
, LENOX SEPARADOR DEDO GORDO TABA DE GEL x 2 u. TALLE 2  8007 ,,821.07,
, LENOX SEPARADOR DEDO GORDO TABA DE GEL x 2 u. TALLE 1  8006 ,,821.07,
, JACTANS MAQUILLAJE COMPACTO CON CISNE MAYA 260/019 ,,820.66,
, JACTANS MAQUILLAJE COMPACTO CON CISNE FENICIA  260/023 ,,820.66,
, JACTANS MAQUILLAJE COMPACTO CON CISNE EGIPCIA  260/022 ,,820.66,
, JACTANS MAQUILLAJE COMPACTO CON CISNE CELTA  260/020 ,,820.66,
, JACTANS MAQUILLAJE COMPACTO CON CISNE AZTECA  260/024 ,,820.66,
, JACTANS BE SIMPLE CORRECTOR FACIAL BEIGE x 5ml 740/002 ,,820.66,
, DISNEY ESMALTE + 2 PLANCHAS DE STICKERS LOL ,,819.43,
, DISNEY ESMALTE + 2 PLANCHAS DE STICKERS FROZEN ,,819.43,
, CHAPOTEANDO MAMADERA BOCA ANCHA 250 cc VERDE ,,815.0,
, CHAPOTEANDO MAMADERA BOCA ANCHA 250 cc ROSA ,,815.0,
, CHAPOTEANDO MAMADERA BOCA ANCHA 250 cc CELESTE ,,815.0,
, MARY BOSQUES 3 MINUTOS REPARADOR INTENSIVO x  250 gr. ,,782.43,
, JERINGA FUREY  3 cc SIN AGUJA x 100 u ,,775.0,
, MARY BOSQUES CREMA ARGAN REGENARACION CAPILAR CON CELULAS MADRE x 250 gr. ,,774.92,
, MARY BOSQUES BOTOXX CAPILAR x 250 gr. ,,769.17,
, O2+ UÑAS POSTIZAS CON PEGAMENTO (4445) ,,767.16,
, O2+ UÑAS POSTIZAS CON PEGAMENTO (4414) ,,767.16,
, O2+ UÑAS POSTIZAS CON PEGAMENTO (4407) ,,767.16,
, O2+ UÑAS POSTIZAS CON PEGAMENTO (4391) ,,767.16,
, CHAPOTEANDO MAMADERA NATURAL BOCA ANCHA 250 cc VERDE ,,760.0,
, CHAPOTEANDO MAMADERA NATURAL BOCA ANCHA 250 cc ROSA ,,760.0,
, CHAPOTEANDO MAMADERA NATURAL BOCA ANCHA 250 cc CELESTE ,,760.0,
, MUÑEQUERA NEOPRENE FUREY TUBO CON VELCRO TALLE 3 ,,744.16,
, MUÑEQUERA NEOPRENE FUREY TUBO CON VELCRO TALLE 2 ,,744.16,
, MUÑEQUERA NEOPRENE FUREY TUBO CON VELCRO TALLE 1 ,,744.16,
, BOLSA PARA HIELO FUREY No.20 ,,740.0,
, DERMOGREEN CERA DEPILATORIA VEGETAL CON ALOE VERA BANDEJA x 400gr ,,735.25,
, REMERA DE ENTRENAMIENTO MUJER NEGRA TALLE EXTRA LARGE ,,729.31,
, REMERA DE ENTRENAMIENTO MUJER BLANCA TALLE EXTRA LARGE ,,729.31,
, REMERA DE ENTRENAMIENTO HOMBRE NEGRA TALLE SMALL ,,729.31,
, REMERA DE ENTRENAMIENTO HOMBRE FUREY BLANCA TALLE MEDIUM ,,729.31,
, REMERA DE ENTRENAMIENTO HOMBRE FUREY BLANCA TALLE LARGE ,,729.31,
, REMERA DE ENTRENAMIENTO HOMBRE BLANCA TALLE SMALL ,,729.31,
, REMERA DE ENTRENAMIENTO HOMBRE BLANCA TALLE EXTRA LARGE ,,729.31,
, CHAPOTEANDO PROBADOR (CADA 12 COLONIAS DEL MISMO TIPO) ,,726.0,
, VENDA CAMBRIC FUREY (Mod 1)  5 cm.x 12 UNIDADES ,,725.0,
, MUSLERA ELASTICA FUREY x 1 u. T.1 ,,722.0,
, CHAPOTEANDO CHUPETE MACIZO CON ESTUCHE CLASICO 3 MESES+ VERDE ,,720.0,
, CHAPOTEANDO CHUPETE MACIZO CON ESTUCHE CLASICO 3 MESES+ CELESTE ,,720.0,
, CHAPOTEANDO CHUPETE MACIZO CON ESTUCHE ANATOMICO 6 MESES+ CELESTE ,,720.0,
, CHAPOTEANDO CHUPETE MACIZO CON ESTUCHE ANATOMICO 3 MESES+ ROSA ,,720.0,
, CHAPOTEANDO CHUPETE MACIZO CON ESTUCHE ANATOMICO 3 MESES+ CELESTE ,,720.0,
, CHAPOTEANDO MAMADERA x 150 cc  CON ASAS VERDE ,,706.0,
, CHAPOTEANDO MAMADERA x 150 cc  CON ASAS ROSA ,,706.0,
, CHAPOTEANDO MAMADERA x 150 cc  CON ASAS CELESTE ,,706.0,
, CHAPOTEANDO MAMADERA x 150 cc  CON ASAS AMARILLO ,,706.0,
, ALGABO SET DE REGALO CREMA + SHOWER GEL ,,702.13,
, JESSAMY PESTAÑAS INDIVIDUALES LARGAS x 60 unid. ,,698.65,
, JESSAMY PESTAÑAS INDIVIDUALES CORTAS x 60 unid. ,,698.65,
, BOLSA PARA HIELO FUREY No.18 ,,688.0,
, JACTANS MAQUILLAJE CORPORAL Y FACIAL FUCSIA 738/005 ,,683.86,
, JACTANS MAQUILLAJE CORPORAL Y FACIAL COBRE 738/004 ,,683.86,
, JACTANS MAQUILLAJE CORPORAL Y FACIAL AMATISTA 738/006 ,,683.86,
, DISNEY PERFUME INFANTIL CUBES MICKEY x 65ML 42479 ,,682.63,
, ALGABO SPIDERMAN COLONIA x 125ml ,,671.11,
, ALGABO SALLY UNICORNIO COLONIA x  50ml ,,671.11,
, ALGABO COLONIA FROZEN II x 125 cc ,,671.11,
, CHAPOTEANDO MORDILLO SONAJERO BLISTER CELESTE ,,664.0,
, CHAPOTEANDO CEPILLO CABELLO + PEINE BEBE CELESTE ,,648.0,
, CHAPOTEANDO CEPILLO CABELLO + PEINE BEBE BLANCO ,,648.0,
, CEPILLO NEUMATICO CHICO OGIB 431 ,,646.25,
, RODILLERA ELASTICA FUREY x 1 u. TALLE 7 ,,646.0,
, RODILLERA ELASTICA FUREY x 1 u. TALLE 6 ,,646.0,
, RODILLERA ELASTICA FUREY x 1 u. TALLE 5 ,,646.0,
, RODILLERA ELASTICA FUREY x 1 u. TALLE 4 ,,646.0,
, RODILLERA ELASTICA FUREY x 1 u. TALLE 3 ,,646.0,
, RODILLERA ELASTICA FUREY x 1 u. TALLE 2 ,,646.0,
, BOLSA PARA HIELO FUREY No.15 ,,645.0,
, CHAPOTEANDO ASPIRADOR 307 ERGONÓMICO ROSA CON 2 BOQUILLAS ,,640.0,
, CHAPOTEANDO ASPIRADOR 307 ERGONÓMICO CELESTE CON 2 BOQUILLAS ,,640.0,
, CHAPOTEANDO BABITA DE TOALLA PEZ CON MOÑO  x 2 unid. ,,638.57,
, CHAPOTEANDO BABITA DE TOALLA BALLENA x 2 unid. ,,638.57,
, MARY BOSQUES KERATINA EN CREMA SOBRE x 250 grs. ,,631.09,
, CHAPOTEANDO COLONIA x 120cc CON VAPORIZADOR EN CAJA ,,630.0,
, CHAPOTEANDO MAMADERA x 250 cc VIOLETA ,,626.0,
, CHAPOTEANDO MAMADERA x 250 cc ROSA ,,626.0,
, CHAPOTEANDO MAMADERA x 250 cc CELESTE ,,626.0,
, CHAPOTEANDO MAMADERA x 150 cc VIOLETA ,,626.0,
, CHAPOTEANDO MAMADERA x 150 cc VERDE ,,626.0,
, CHAPOTEANDO MAMADERA x 150 cc ROSA ,,626.0,
, CHAPOTEANDO MAMADERA x 150 cc CELESTE ,,626.0,
, CHAPOTEANDO MAMADERA x 150 cc AMARILLO ,,626.0,
, CHAPOTEANDO MAMADERA CON ESTUCHE 250 cc AMARILLO ,,626.0,
, CHAPOTEANDO MAMADERA CON ESTUCHE 140 cc VERDE ,,626.0,
, CHAPOTEANDO MAMADERA CON ESTUCHE 140 cc ROSA ,,626.0,
, CHAPOTEANDO MAMADERA CON ESTUCHE 140 cc CELESTE ,,626.0,
, CHAPOTEANDO MAMADERA CON ESTUCHE 140 cc AMARILLO ,,626.0,
, CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA CLASICO  6 MESES+ CELESTE ,,620.0,
, CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA CLASICO  0 MESES+ CELESTE ,,620.0,
, CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA ANATOMICO  6 MESES+ VERDE ,,620.0,
, CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA ANATOMICO  6 MESES+ CELESTE ,,620.0,
, CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA ANATOMICO  0 MESES+ VERDE ,,620.0,
, CHAPOTEANDO CHUPETE CORAZON CON ESTUCHE TETINA ANATOMICO  0 MESES+ CELESTE ,,620.0,
, CODERA ELASTICA FUREY x 1 u.TALLE 2 ,,614.0,
, CODERA ELASTICA FUREY x 1 u. TALLE 3 ,,614.0,
, CODERA ELASTICA FUREY x 1 u. TALLE 1 ,,614.0,
, O2+ ESPEJO 5X CON AUMENTO Y SOPAPA (1406) ,,609.09,
, CHAPOTEANDO BIBERON NATURAL BOCA ANCHA 250 cc CON ASAS BLANCA ,,604.07,
, CHAPOTEANDO MAMADERA VIDRIO x 250 cc VERDE ,,600.0,
, CHAPOTEANDO MAMADERA VIDRIO x 250 cc CELESTE ,,600.0,
, CHAPOTEANDO MAMADERA VIDRIO x 250 cc AMARILLO ,,600.0,
, GUANTE NITRILO ELIT CAJA 100 U. AZUL MEDIANO ,,596.0,
, GUANTE NITRILO ELIT CAJA 100 U. AZUL CHICO ,,596.0,
, GUANTE NITRILO DEXAL AZUL EXTRA GRANDE x 100 u. ,,596.0,
, CHAPOTEANDO MAMADERA NATURAL 250 cc  CON ASAS VERDE ,,585.0,
, CHAPOTEANDO MAMADERA NATURAL 250 cc  CON ASAS ROSA ,,585.0,
, CHAPOTEANDO MAMADERA NATURAL 250 cc  CON ASAS CELESTE ,,585.0,
